route,learning_rate,learning_rate_label,start_step,end_step,num_rows,first1000_energy_mean,last1000_energy_mean,last1000_energy_std,delta_last_minus_first_energy,first1000_e0_mean,last1000_e0_mean,last1000_e0_std,delta_last_minus_first_e0,first1000_e1_mean,last1000_e1_mean,last1000_e1_std,delta_last_minus_first_e1,first1000_gap_hartree_mean,last1000_gap_hartree_mean,last1000_gap_hartree_std,delta_last_minus_first_gap_hartree,first1000_gap_ev_mean,last1000_gap_ev_mean,last1000_gap_ev_std,delta_last_minus_first_gap_ev,first1000_spin_mean,last1000_spin_mean,last1000_spin_std,delta_last_minus_first_spin,first1000_spin_state_0_mean,last1000_spin_state_0_mean,last1000_spin_state_0_std,delta_last_minus_first_spin_state_0,first1000_spin_state_1_mean,last1000_spin_state_1_mean,last1000_spin_state_1_std,delta_last_minus_first_spin_state_1,first1000_pmove_mean,last1000_pmove_mean,last1000_pmove_std,delta_last_minus_first_pmove,first1000_step_seconds_mean,last1000_step_seconds_mean,last1000_step_seconds_std,delta_last_minus_first_step_seconds,final_energy,final_e0,final_e1,final_gap_ev,final_spin
ferminet,0.02,lr=0.02,30000,39999,10000,-75.19934152136723,-75.22351299473975,0.026357064120021416,-0.024171473372518903,-75.38191127256184,-75.39080660363057,0.03541437193799537,-0.008895331068728751,-75.18127189991439,-75.18691339143726,0.03681558681790743,-0.005641491522865749,0.20063937264743714,0.20389321219331566,0.05027942082267292,0.0032538395458785174,5.459675465262131,5.548216949927502,1.3681727402303243,0.08854148466537115,0.008169543503905714,0.006473666960964435,0.0005555179613489344,-0.0016958765429412785,0.007350555160139474,0.005416216637599199,0.0009518854186263032,-0.0019343385225402748,0.008988531847671958,0.007531117284329673,0.0006825705274956871,-0.001457414563342285,0.5366598266601563,0.5348436889648438,0.001882143005951539,-0.0018161376953125252,2.2112946675103156,1.6240083374502137,0.08516180121989514,-0.5872863300601019,-75.25045922689523,-75.40210673093353,-75.23981453681287,4.4161955789259455,0.007050140697791654
fused_qkv,0.02,lr=0.02,30000,39999,10000,-75.21044947839813,-75.23070607658757,0.025637804496649298,-0.020256598189433817,-75.38131649421149,-75.39117948717097,0.035312101207329305,-0.009862992959483563,-75.18043649311002,-75.18708129775219,0.03364962744774978,-0.006644804642164104,0.2008800011014786,0.20409818941879207,0.04779998397219462,0.003218188317313464,5.466223299066829,5.553794664381572,1.3007038264194235,0.08757136531474252,0.006984030195075181,0.005776629040805498,0.0006608207690844161,-0.0012074011542696833,0.006921299399735673,0.004595347288316236,0.0009947930930516902,-0.002325952111419437,0.0070467609904146895,0.00695791079329476,0.0007581592485628416,-8.885019711992945e-05,0.5367875122070314,0.5349221435546876,0.0018814072328899815,-0.0018653686523437685,2.1808184396168215,1.6449848839873449,0.002128776447884677,-0.5358335556294767,-75.26269533255248,-75.42343539372344,-75.20705517854422,5.888005611231588,0.005236021539409747
ferminet,0.01,lr=0.01,30000,39999,10000,-75.20090027175186,-75.22747447280668,0.024318097187328438,-0.026574201054813784,-75.38705830398945,-75.3941244617152,0.034127456962285314,-0.00706615772574537,-75.18016962925836,-75.18807644368701,0.03385676270609804,-0.007906814428650932,0.20688867473108388,0.20604801802818629,0.04870715166881425,-0.0008406567028975964,5.629727638028101,5.606852203785277,1.3253891170020236,-0.022875434242824788,0.008229372139250167,0.006323032538908262,0.00063134456948682,-0.0019063396003419055,0.007586276317722689,0.005580256046636775,0.0010213440292449747,-0.002006020271085914,0.008872467960777643,0.007065809031179748,0.0007621203007562048,-0.0018066589295978952,0.5365478515625,0.534895751953125,0.001934321173882009,-0.0016520996093749574,2.2028609002446755,1.6172234825808556,0.033370694556783154,-0.5856374176638199,-75.23622168638737,-75.36688113677835,-75.22766354368356,3.788303697938968,0.0059416460458322235
fused_qkv,0.01,lr=0.01,30000,39999,10000,-75.20903731707611,-75.23675187267209,0.02533798855985304,-0.027714555595977686,-75.38580736417914,-75.39476563890506,0.03597692301313664,-0.00895827472591293,-75.17844680585014,-75.18635766933292,0.0329774614809808,-0.007910863482777586,0.20736055832900707,0.20840796957213342,0.04927393699631681,0.0010474112431263505,5.642568244874336,5.671069756769437,1.3408121314672545,0.02850151189510086,0.007261702666233299,0.005346982458894862,0.0006440475909668109,-0.0019147202073384363,0.0069342282380786815,0.0035355502614365522,0.0008869851280055128,-0.0033986779766421293,0.007589177094387916,0.007158414656353173,0.0007944636682330968,-0.0004307624380347425,0.5366115478515626,0.5349006347656251,0.0019024590431638286,-0.0017109130859375155,0.8566410723114386,0.610454088122584,0.04689035759904251,-0.24618698418885465,-75.25470667406712,-75.41236569808333,-75.22497363642414,5.09919776924038,0.006396299318647762
ferminet,0.005,lr=0.005,30000,39999,10000,-75.2022360889932,-75.21708197729392,0.025741908641069133,-0.014845888300712318,-75.38777563623124,-75.39542537226522,0.034676005317923475,-0.00764973603398289,-75.1822208806533,-75.19011577086712,0.03479491621039092,-0.007894890213819394,0.20555475557792702,0.20530960139810714,0.04949560060937329,-0.00024515417981987864,5.5934298487306275,5.586758863653731,1.3468439056588157,-0.00667098507689623,0.00823598419906936,0.007532658252177162,0.000612369239885915,-0.0007033259468921978,0.00830613798735341,0.0071938326055448094,0.0008659021321728702,-0.0011123053818086013,0.008165830410785311,0.007871483898809517,0.0007950269034563409,-0.00029434651197579424,0.5366643676757813,0.53494111328125,0.0018556839661106033,-0.0017232543945312484,0.8629180327393114,0.5992325941184535,0.027063941329052304,-0.2636854386208579,-75.21708653692384,-75.34567680646936,-75.2233528989986,3.328603093305288,0.006742831581009616
fused_qkv,0.005,lr=0.005,30000,39999,10000,-75.21180928334826,-75.2276613502746,0.02584879844235778,-0.015852066926342445,-75.38775284318957,-75.39508826076082,0.035630459572251874,-0.00733541757124101,-75.18468172267544,-75.18978784796796,0.03500191727534615,-0.005106125292527963,0.20307112051414067,0.205300412792856,0.049412995598291265,0.0022292922787153224,5.525846695715858,5.5865088289671805,1.3445961087964085,0.060662133251322636,0.007396042467670563,0.006436640542930671,0.0005585281594244387,-0.0009594019247398918,0.006933713287761613,0.005162849793888269,0.0009570018960015188,-0.0017708634938733443,0.007858371647579512,0.007710431291973075,0.0007501854500365296,-0.0001479403556064367,0.5366496459960938,0.5349060668945312,0.0019076683608279742,-0.0017435791015625313,2.1627200465267524,1.6402951296484098,0.001875781056006168,-0.5224249168783426,-75.22270552813647,-75.38268021627432,-75.20459021683934,4.846075761173244,0.007092968842035447
