learning_rate,learning_rate_label,start_step,end_step,ferminet_last1000_e0_mean,ferminet_last1000_e1_mean,ferminet_last1000_gap_ev_mean,ferminet_last1000_spin_mean,ferminet_last1000_pmove_mean,fused_qkv_last1000_e0_mean,fused_qkv_last1000_e1_mean,fused_qkv_last1000_gap_ev_mean,fused_qkv_last1000_spin_mean,fused_qkv_last1000_pmove_mean,fused_minus_ferminet_last1000_e0_mean,fused_minus_ferminet_last1000_e1_mean,fused_minus_ferminet_last1000_gap_ev_mean,fused_minus_ferminet_last1000_spin_mean,fused_minus_ferminet_last1000_pmove_mean
0.02,lr=2e-2,30000,39999,-75.39080660363057,-75.18691339143726,5.548216949927502,0.006473666960964435,0.5348436889648438,-75.39117948717097,-75.18708129775219,5.553794664381572,0.005776629040805498,0.5349221435546876,-0.00037288354040754257,-0.0001679063149282456,0.005577714454069849,-0.0006970379201589371,7.84545898437905e-05
0.01,lr=1e-2,30000,39999,-75.3941244617152,-75.18807644368701,5.606852203785277,0.006323032538908262,0.534895751953125,-75.39476563890506,-75.18635766933292,5.671069756769437,0.005346982458894862,0.5349006347656251,-0.0006411771898626739,0.0017187743540887368,0.06421755298415999,-0.0009760500800133996,4.882812500106581e-06
0.005,lr=5e-3,30000,39999,-75.39542537226522,-75.19011577086712,5.586758863653731,0.007532658252177162,0.53494111328125,-75.39508826076082,-75.18978784796796,5.5865088289671805,0.006436640542930671,0.5349060668945312,0.0003371115044075168,0.00032792289916017126,-0.0002500346865508263,-0.0010960177092464909,-3.5046386718806666e-05
