variant,label,last_step,tail1000_ground_ha,tail1000_excited_ha,tail1000_gap_ev,tail1000_gap_std_ev,tail5000_gap_ev,tail5000_gap_std_ev,tail1000_spin_state_0,tail1000_spin_state_1,tail1000_step_seconds,tail1000_abs_offdiag_sym,final_gap_ev,final_spin_state_0,final_spin_state_1
ferminet,FermiNet QKV,29999,-75.3895633183934,-75.18281066889715,5.626026202823882,1.5790269924066205,5.569320925356919,1.5749806123629684,0.0074743149586093014,0.009054190356279858,1.6251087556807324,0.007997799754043224,5.728757883738757,0.0084724296771339,0.0102516647944014
fused_qkv,Fused QKV,29999,-75.38409286650634,-75.1826097698638,5.482634364777681,1.4928627113706485,5.5580437020551985,1.5595393602364904,0.006863538872658854,0.008084024860218178,1.6436783545073121,0.007633963220578106,5.5329630079262415,0.0075127264087105,0.0066601746736885
