variant,label,last_step,tail1000_ground_ha,tail1000_excited_ha,tail1000_gap_ev,tail1000_gap_std_ev,tail5000_gap_ev,tail5000_gap_std_ev,tail1000_spin,tail1000_spin_state_0,tail1000_spin_state_1,tail1000_step_seconds,tail1000_abs_offdiag_sym,final_gap_ev,final_spin_state_0,final_spin_state_1
ferminet,FermiNet QKV,39999,-75.3930941917024,-75.18852077676968,5.566726209394764,1.3806522711235851,5.599056300497599,1.4169428967970201,0.006234539981012393,0.005363538691003694,0.007105541271021091,0.574163998301141,0.007186384400942071,4.480161590536034,0.0054802281615479,0.0063448133927966
fused_qkv,Fused QKV,39999,-75.39636183155423,-75.18883064819617,5.647211188443036,1.4105949209917659,5.611574601251481,1.454482869211175,0.006336941906723303,0.0047682535298899965,0.007905630283556607,0.5779848487684504,0.0071623344005938795,5.216577861317034,0.0039767895817737,0.0082241880400179
